competition,season,source,field_name,pit_status,count,total,rate
EPL,2013/14,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2013/14,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
EPL,2013/14,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2013/14,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
EPL,2013/14,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2013/14,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
EPL,2013/14,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2013/14,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2013/14,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
EPL,2014/15,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
EPL,2014/15,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2014/15,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
EPL,2014/15,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2014/15,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
EPL,2014/15,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2014/15,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2014/15,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
EPL,2014/15,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2014/15,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
EPL,2014/15,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2014/15,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
EPL,2014/15,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2014/15,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2014/15,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
EPL,2015/16,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
EPL,2015/16,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2015/16,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
EPL,2015/16,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2015/16,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
EPL,2015/16,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2015/16,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2015/16,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
EPL,2015/16,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2015/16,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
EPL,2015/16,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2015/16,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
EPL,2015/16,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2015/16,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2015/16,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
EPL,2016/17,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
EPL,2016/17,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2016/17,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
EPL,2016/17,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2016/17,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
EPL,2016/17,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2016/17,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2016/17,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
EPL,2016/17,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2016/17,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
EPL,2016/17,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2016/17,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
EPL,2016/17,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2016/17,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2016/17,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
EPL,2017/18,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
EPL,2017/18,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2017/18,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
EPL,2017/18,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2017/18,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
EPL,2017/18,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2017/18,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2017/18,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
EPL,2017/18,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2017/18,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
EPL,2017/18,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2017/18,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
EPL,2017/18,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2017/18,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2017/18,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
EPL,2018/19,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
EPL,2018/19,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2018/19,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
EPL,2018/19,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2018/19,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
EPL,2018/19,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2018/19,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2018/19,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
EPL,2018/19,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2018/19,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
EPL,2018/19,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2018/19,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
EPL,2018/19,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2018/19,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2018/19,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
EPL,2019/20,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
EPL,2019/20,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2019/20,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
EPL,2019/20,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2019/20,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
EPL,2019/20,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2019/20,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2019/20,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
EPL,2019/20,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2019/20,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
EPL,2019/20,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2019/20,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
EPL,2019/20,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2019/20,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2019/20,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
EPL,2020/21,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
EPL,2020/21,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2020/21,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
EPL,2020/21,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2020/21,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
EPL,2020/21,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2020/21,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2020/21,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
EPL,2020/21,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2020/21,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
EPL,2020/21,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2020/21,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
EPL,2020/21,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2020/21,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2020/21,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
EPL,2021/22,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
EPL,2021/22,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2021/22,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
EPL,2021/22,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2021/22,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
EPL,2021/22,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2021/22,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2021/22,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
EPL,2021/22,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2021/22,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
EPL,2021/22,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2021/22,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
EPL,2021/22,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2021/22,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2021/22,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
EPL,2022/23,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
EPL,2022/23,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2022/23,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
EPL,2022/23,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2022/23,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
EPL,2022/23,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2022/23,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2022/23,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
EPL,2022/23,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2022/23,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
EPL,2022/23,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2022/23,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
EPL,2022/23,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2022/23,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2022/23,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
EPL,2023/24,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
EPL,2023/24,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2023/24,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
EPL,2023/24,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2023/24,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
EPL,2023/24,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2023/24,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2023/24,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
EPL,2023/24,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2023/24,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
EPL,2023/24,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2023/24,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
EPL,2023/24,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2023/24,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2023/24,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
EPL,2024/25,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
EPL,2024/25,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2024/25,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
EPL,2024/25,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2024/25,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
EPL,2024/25,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2024/25,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2024/25,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
EPL,2024/25,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2024/25,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
EPL,2024/25,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2024/25,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
EPL,2024/25,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2024/25,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2024/25,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
EPL,2025/26,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
EPL,2025/26,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2025/26,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
EPL,2025/26,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2025/26,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
EPL,2025/26,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2025/26,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2025/26,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
EPL,2025/26,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
EPL,2025/26,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
EPL,2025/26,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
EPL,2025/26,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
EPL,2025/26,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
EPL,2025/26,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
EPL,2025/26,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
FL1,2010/11,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
FL1,2010/11,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
FL1,2010/11,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
FL1,2010/11,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
FL1,2010/11,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
FL1,2010/11,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
FL1,2010/11,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
FL1,2010/11,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
FL1,2010/11,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
FL1,2010/11,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
FL1,2010/11,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
FL1,2010/11,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
FL1,2010/11,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
FL1,2010/11,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
FL1,2010/11,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
FL1,2011/12,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
FL1,2011/12,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
FL1,2011/12,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
FL1,2011/12,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
FL1,2011/12,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
FL1,2011/12,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
FL1,2011/12,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
FL1,2011/12,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
FL1,2011/12,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
FL1,2011/12,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
FL1,2011/12,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
FL1,2011/12,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
FL1,2011/12,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
FL1,2011/12,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
FL1,2011/12,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
FL1,2012/13,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
FL1,2012/13,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
FL1,2012/13,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
FL1,2012/13,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
FL1,2012/13,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
FL1,2012/13,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
FL1,2012/13,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
FL1,2012/13,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
FL1,2012/13,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
FL1,2012/13,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
FL1,2012/13,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
FL1,2012/13,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
FL1,2012/13,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
FL1,2012/13,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
FL1,2012/13,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
FL1,2013/14,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
FL1,2013/14,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
FL1,2013/14,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
FL1,2013/14,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
FL1,2013/14,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
FL1,2013/14,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
FL1,2013/14,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
FL1,2013/14,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
FL1,2013/14,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
FL1,2013/14,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
FL1,2013/14,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
FL1,2013/14,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
FL1,2013/14,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
FL1,2013/14,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
FL1,2013/14,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
FL1,2014/15,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
FL1,2014/15,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
FL1,2014/15,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
FL1,2014/15,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
FL1,2014/15,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
FL1,2014/15,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
FL1,2014/15,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
FL1,2014/15,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
FL1,2014/15,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
FL1,2014/15,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
FL1,2014/15,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
FL1,2014/15,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
FL1,2014/15,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
FL1,2014/15,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
FL1,2014/15,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
FL1,2015/16,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
FL1,2015/16,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
FL1,2015/16,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
FL1,2015/16,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
FL1,2015/16,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
FL1,2015/16,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
FL1,2015/16,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
FL1,2015/16,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
FL1,2015/16,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
FL1,2015/16,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
FL1,2015/16,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
FL1,2015/16,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
FL1,2015/16,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
FL1,2015/16,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
FL1,2015/16,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
FL1,2016/17,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
FL1,2016/17,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
FL1,2016/17,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
FL1,2016/17,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
FL1,2016/17,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
FL1,2016/17,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
FL1,2016/17,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
FL1,2016/17,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
FL1,2016/17,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
FL1,2016/17,Football-Data.co.uk,home_goals,PIT_UNSAFE,380,380,1.0
FL1,2016/17,Football-Data.co.uk,home_red_cards,PIT_UNKNOWN,380,380,1.0
FL1,2016/17,Football-Data.co.uk,home_shots,PIT_UNKNOWN,380,380,1.0
FL1,2016/17,Football-Data.co.uk,home_shots_on_target,PIT_UNKNOWN,380,380,1.0
FL1,2016/17,Football-Data.co.uk,home_yellow_cards,PIT_UNKNOWN,380,380,1.0
FL1,2016/17,Football-Data.co.uk,result,PIT_UNSAFE,380,380,1.0
FL1,2017/18,Football-Data.co.uk,away_corners,PIT_UNKNOWN,380,380,1.0
FL1,2017/18,Football-Data.co.uk,away_fouls,PIT_UNKNOWN,380,380,1.0
FL1,2017/18,Football-Data.co.uk,away_goals,PIT_UNSAFE,380,380,1.0
FL1,2017/18,Football-Data.co.uk,away_red_cards,PIT_UNKNOWN,380,380,1.0
FL1,2017/18,Football-Data.co.uk,away_shots,PIT_UNKNOWN,380,380,1.0
FL1,2017/18,Football-Data.co.uk,away_shots_on_target,PIT_UNKNOWN,380,380,1.0
FL1,2017/18,Football-Data.co.uk,away_yellow_cards,PIT_UNKNOWN,380,380,1.0
FL1,2017/18,Football-Data.co.uk,home_corners,PIT_UNKNOWN,380,380,1.0
FL1,2017/18,Football-Data.co.uk,home_fouls,PIT_UNKNOWN,380,380,1.0
